sentence1,sentence2,similarity,predicted_similarity
A young swimmer is sitting in a bathing suit and waiting for the next race,A young swimmer is standing in a bathing suit and waiting for the next race,4.125,4.152701
A young swimmer is sitting in a bathing suit and waiting for the next race,A kid is waiting wearing swim gear,3.1437500000000003,3.2136457
A cluster of four brown dogs are playing in a field of brown grass,There is no dog playing in a field of brown grass,1.375,3.1728852
Four dogs are playing in a grassy area,Four dogs are not playing in a grassy area,2.375,3.2283814
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are not playing in a grassy area,3.75,2.6773782
There is no dog playing in a field of brown grass,Four dogs are playing in a grassy area,2.75,1.7040868
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,4.0,3.3193154
The dog is having a rest in the park,The dog is having a rest in the living room,3.375,3.6912048
A big brown and white spotted dog is lying on a cloth on the street,The dog is having a rest in the park,2.375,1.7648349
A white puppy is biting a pole,A brown puppy is gnawing a metallic post that is stuck in the ground,3.0,2.2627146
A brown dog is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,3.5,3.4257169
A woman is playing with a brown dog in a garden,A woman is petting a dog near a stone path,2.625,2.8859274
Two men are standing in deep water,Two men are walking through a river,2.5,2.7804317
Two men are walking through the grass,Two men are standing in deep water,1.75,1.6566837
Two race cars are on a road in front of a grassy parking area,Two cars for racing are on a road in front of a grassy parking area,4.875,3.3577285
A dog is running through the white snow,A dog is running through the snow,4.625,3.6350229
A dog is running through the snow,No dog is running through the snow,2.625,2.920879
A brown dog is running in the snow,A dog is running through the white snow,4.125,3.2371578
A dog is fetching a stick out of very clear water,A dog is fetching a stick out of very dirty water,3.75,3.3397655
A dog is fetching a stick out of very clear water,A small black and white dog is carrying a stick and is swimming,3.0,3.252772
The boy in the blue coverall is painting,The lady is holding the paintbrush next to the artist's easel ,0.625,1.3818947
A golden retriever is running,A dog is running,4.25,3.3426173
A yellow dog is running down a path covered by sand,A golden retriever is running,3.25,3.1921751
No people are riding camels at the beach,Two people are seated on a camel and another camel is in the foreground,2.125,2.2786863
People are riding two camels at the beach,Two men are seated on a camel and another camel is in the foreground,2.5,2.422276
A man is wearing a blue shirt and walking barefoot on a tennis court,A person is wearing a blue shirt and walking barefoot on a tennis court,4.125,3.6716082
The man is standing in a lake near a waterfall,The man is standing in a body of water near a waterfall,4.625,3.7209022
The man is standing in a body of water near a waterfall,A woman is standing in the water at the base of a waterfall,2.75,2.9772499
A man is standing in the water at the base of a waterfall,The body of a man is in the water near a waterfall,3.5,3.1336591
A dog is emerging from a lake,A brown and white dog is running through the river,2.625,2.1350248
A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is biting a dirty tennis ball in a dirt field,3.875,3.6092548
A shirtless woman is leading a horse that is pulling a carriage,A shirtless man is leading a horse that is pulling a carriage,3.375,3.3752992
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a carriage that is being pulled by a horse,4.5,4.0402675
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,4.25,3.900794
A young girl is playing on the edge of a fountain and an older woman is not watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,1.75,2.1389475
A boy is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.7500000000000001,1.5952678
A bicyclist is performing a trick over a heavily graphitized wall,A cyclist is performing a jump on a bicycle,3.23125,3.6704545
A woman is showing a small cat to an infant,A woman is showing a small dog to an infant,3.125,3.3920927
A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,2.75,2.7207744
A black and white dog with a large branch is running in the field,A black and white dog with a large branch is running in the grass,4.125,3.9551728
A black and white dog is carrying a big stick on the green grass,A black and white dog is carrying a huge stick on the green grass,4.625,4.143434
A black and white dog with a large branch is standing in the field,A black and white dog is carrying a huge stick on the green grass,3.75,2.9404237
A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,3.375,3.2993264
A boy is running through the sand,A girl wearing a striped shirt is running barefoot on the sandy hill,2.75,2.949776
A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is shooting at target practice,3.875,3.647876
A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,4.0,2.9719536
Two young boys are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is not looking,3.625,2.8361888
The large dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is holding a colorful toy in its mouth,4.75,3.9717743
A dog is running on concrete and is holding a blue ball,A dog is running on concrete and is holding a ball,4.625,3.7926538
The small dog is walking outside and is carrying a colorful toy in its mouth,A dog is running on concrete and is holding a blue ball,3.25,2.174567
A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A woman is playing the trumpet,0.875,0.7079085
A man is climbing a rope,There is no man holding a mask in his raised hand,0.2499999999999999,0.7300423
A tiger cub is roaring,Two dogs are playing outside,0.1250000000000001,0.3251361
Two small children are playing with a toy car in the street,A dog is running through a field and is chasing a toy,0.4999999999999999,1.1910361
Skewers are being placed onto a rack by a woman,A dog is jumping high into the air in the country,0.0,0.62647974
A woman is cutting a fish,The man is slicing potatoes,1.25,1.4102958
A dog is playing alone on a beach covered by snow,The buttons of a microwave are being pushed by a man,0.0,0.61518764
The play is about a happy boy playing the piano,A man is playing the guitar,1.375,2.340582
The woman is poking a potato,There is no man riding a motorcycle,0.1250000000000001,0.0
A large brown dog is jumping over a red hurdle,A young man is running away from the fishing line,0.0,0.6807663
A person is reading the email,A person with a green shirt is jumping high over the grass,0.1250000000000001,0.8284454
A woman is cutting a vegetable,A man is inside the house and is throwing blades at a close target,0.0,0.22262605
Pedestrians and cars are moving through a traffic jam in the big city,A man is breaking wooden boards with his hand,0.0,0.75786203
