sentence1,sentence2,similarity,predicted_similarity
No people are riding camels at the beach,Two people are seated on a camel and another camel is in the foreground,2.125,2.712129
People are riding two camels at the beach,Two men are seated on a camel and another camel is in the foreground,2.5,2.8142889
A man is wearing a blue shirt and walking barefoot on a tennis court,A person is wearing a blue shirt and walking barefoot on a tennis court,4.125,4.166937
The man is standing in a lake near a waterfall,The man is standing in a body of water near a waterfall,4.625,3.9973676
The man is standing in a body of water near a waterfall,A woman is standing in the water at the base of a waterfall,2.75,2.9577825
A man is standing in the water at the base of a waterfall,The body of a man is in the water near a waterfall,3.5,3.3067527
A dog is emerging from a lake,A brown and white dog is running through the river,2.625,2.5046546
A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is biting a dirty tennis ball in a dirt field,3.875,3.3061366
A shirtless woman is leading a horse that is pulling a carriage,A shirtless man is leading a horse that is pulling a carriage,3.375,3.8264334
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a carriage that is being pulled by a horse,4.5,3.9201388
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,4.25,4.002228
A young girl is playing on the edge of a fountain and an older woman is not watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,1.75,2.5728111
A boy is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.7500000000000001,2.6648293
A bicyclist is performing a trick over a heavily graphitized wall,A cyclist is performing a jump on a bicycle,3.23125,5.0
A woman is showing a small cat to an infant,A woman is showing a small dog to an infant,3.125,3.018673
A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,2.75,3.1002774
A black and white dog with a large branch is running in the field,A black and white dog with a large branch is running in the grass,4.125,4.066934
A black and white dog is carrying a big stick on the green grass,A black and white dog is carrying a huge stick on the green grass,4.625,4.355783
A black and white dog with a large branch is standing in the field,A black and white dog is carrying a huge stick on the green grass,3.75,3.5257685
A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,3.375,2.9287224
A boy is running through the sand,A girl wearing a striped shirt is running barefoot on the sandy hill,2.75,2.7531831
A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is shooting at target practice,3.875,4.0156612
A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,4.0,3.3481479
Two young boys are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is not looking,3.625,3.2572963
The large dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is holding a colorful toy in its mouth,4.75,4.2610726
A dog is running on concrete and is holding a blue ball,A dog is running on concrete and is holding a ball,4.625,4.3235006
The small dog is walking outside and is carrying a colorful toy in its mouth,A dog is running on concrete and is holding a blue ball,3.25,1.7898837
A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A woman is playing the trumpet,0.875,0.7820964
A man is climbing a rope,There is no man holding a mask in his raised hand,0.2499999999999999,0.66589963
A tiger cub is roaring,Two dogs are playing outside,0.1250000000000001,0.0
Two small children are playing with a toy car in the street,A dog is running through a field and is chasing a toy,0.4999999999999999,2.0775623
Skewers are being placed onto a rack by a woman,A dog is jumping high into the air in the country,0.0,1.0952916
A woman is cutting a fish,The man is slicing potatoes,1.25,1.237817
A dog is playing alone on a beach covered by snow,The buttons of a microwave are being pushed by a man,0.0,0.6212636
The play is about a happy boy playing the piano,A man is playing the guitar,1.375,2.726315
The woman is poking a potato,There is no man riding a motorcycle,0.1250000000000001,0.0074642897
A large brown dog is jumping over a red hurdle,A young man is running away from the fishing line,0.0,0.4478188
A person is reading the email,A person with a green shirt is jumping high over the grass,0.1250000000000001,0.83834684
A woman is cutting a vegetable,A man is inside the house and is throwing blades at a close target,0.0,0.6297735
Pedestrians and cars are moving through a traffic jam in the big city,A man is breaking wooden boards with his hand,0.0,2.136533
The man is playing the drums,The black bird is sitting in a leafless tree,0.0,0.0
A man is mowing a lawn,A black and white dog is playing with a tattered volleyball in a brown field,0.0,1.5822034
A white car is being driven by the man,A person playing football is running past an official carrying a football,0.0,1.6376026
There is no young boy playing a wind instrument,The man is playing the guitar,0.7500000000000001,2.2196906
A girl is playing a guitar,A woman is dancing near a fire,0.375,0.23717847
Two men are fighting,A couple of boys are playing a video game,0.375,0.8291954
Two people are sitting comfortably on the bench,A man is playing soccer,0.2499999999999999,0.2319842
Two men are fighting,A woman is dipping a prawn in batter,0.0,0.0
A woman is surfing,A fearful little boy is on a climbing wall,0.0,1.2625422
A man is playing the guitar,The log is lying on the panda bear,0.0,0.0
A fearful little boy is on a climbing wall,The man is sitting next to a birdcage,0.1250000000000001,1.0954375
There is no woman slicing a carrot,A boy is running through the sand,0.0,0.050893284
"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",A girl in a black hat is wearing a bikini at the beach,1.875,0.72444546
Cereal is being eaten by the man,The boy and the girl are playing and wearing arm floats,0.0,1.5847055
A large dog and a small dog are standing next to the kitchen counter and are investigating,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,0.0,0.65597975
Two children are playing soccer in the park,There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass,0.1250000000000001,2.0508568
A baby is sneezing and scaring another baby,A young child with black hair is deleting a picture from the camera,0.0,1.6762855
The girl is cheering the man in the blue and white uniform,A soccer player is being tackled by his opponent,0.23125,2.5565524
A young boy wearing a red swimsuit is jumping into a blue kiddies pool,A man is putting some food in a container,0.0,0.702054
A woman is cracking some eggs outside a bowl,A man is participating in a bmx race,0.0,0.43089607
The children of a family are playing and waiting,A person is chopping down a tree with an axe,0.0,0.87910223
A man is spitting,There is no person standing in a vast field of glacial ice,0.1250000000000001,0.67795926
